Time,Open,High,Low,Close,Volume
2024-04-01 04:00:00+00:00,1.07904,1.07912,1.07842,1.07868,1457.0
2024-04-01 05:00:00+00:00,1.07868,1.07872,1.07828,1.07854,1137.0
2024-04-01 06:00:00+00:00,1.07854,1.07905,1.07844,1.07868,1441.0
2024-04-01 07:00:00+00:00,1.07868,1.07923,1.0783,1.0786,1582.0
2024-04-01 08:00:00+00:00,1.0786,1.07917,1.07833,1.07899,1476.0
2024-04-01 09:00:00+00:00,1.07899,1.07909,1.07858,1.0786,1329.0
2024-04-01 10:00:00+00:00,1.0786,1.07868,1.07797,1.07814,1480.0
2024-04-01 11:00:00+00:00,1.07814,1.07878,1.078,1.0784,1290.0
2024-04-01 12:00:00+00:00,1.0784,1.07858,1.07772,1.07819,2895.0
2024-04-01 13:00:00+00:00,1.07819,1.0783,1.07718,1.07738,3819.0
2024-04-01 14:00:00+00:00,1.07738,1.07738,1.07394,1.07444,6244.0
2024-04-01 15:00:00+00:00,1.07444,1.07455,1.07309,1.07327,3690.0
2024-04-01 16:00:00+00:00,1.07327,1.0737,1.07312,1.07366,2299.0
2024-04-01 17:00:00+00:00,1.07366,1.07442,1.07366,1.07418,1671.0
2024-04-01 18:00:00+00:00,1.07418,1.07427,1.07369,1.07377,1565.0
2024-04-01 19:00:00+00:00,1.07377,1.07427,1.07376,1.07418,1633.0
2024-04-01 20:00:00+00:00,1.07418,1.07432,1.07414,1.07431,878.0
2024-04-01 21:00:00+00:00,1.07431,1.07449,1.07398,1.07438,1274.0
2024-04-01 22:00:00+00:00,1.07438,1.07444,1.074,1.07401,561.0
2024-04-01 23:00:00+00:00,1.07401,1.07401,1.07357,1.07374,1228.0
2024-04-02 00:00:00+00:00,1.07374,1.0739,1.0731,1.07373,2123.0
2024-04-02 01:00:00+00:00,1.07373,1.07384,1.07302,1.07342,2266.0
2024-04-02 02:00:00+00:00,1.07342,1.07355,1.07299,1.0735,1200.0
2024-04-02 03:00:00+00:00,1.0735,1.07365,1.07298,1.07302,1042.0
2024-04-02 04:00:00+00:00,1.07302,1.07342,1.07294,1.07333,883.0
2024-04-02 05:00:00+00:00,1.07333,1.0735,1.07258,1.07268,1347.0
2024-04-02 06:00:00+00:00,1.07268,1.07322,1.07245,1.07288,3531.0
2024-04-02 07:00:00+00:00,1.07288,1.0743,1.0726,1.0742,3161.0
2024-04-02 08:00:00+00:00,1.0742,1.07423,1.07264,1.07316,3729.0
2024-04-02 09:00:00+00:00,1.07316,1.07432,1.07312,1.07421,2398.0
2024-04-02 10:00:00+00:00,1.07421,1.0746,1.07386,1.07453,2481.0
2024-04-02 11:00:00+00:00,1.07453,1.07536,1.07428,1.07518,3149.0
2024-04-02 12:00:00+00:00,1.07518,1.0756,1.07455,1.07491,3998.0
2024-04-02 13:00:00+00:00,1.07491,1.07686,1.0748,1.0765,4441.0
2024-04-02 14:00:00+00:00,1.0765,1.07793,1.07589,1.07659,6460.0
2024-04-02 15:00:00+00:00,1.07659,1.07719,1.07644,1.07689,3386.0
2024-04-02 16:00:00+00:00,1.07689,1.07705,1.07648,1.07682,1767.0
2024-04-02 17:00:00+00:00,1.07682,1.07689,1.07644,1.07674,1360.0
2024-04-02 18:00:00+00:00,1.07674,1.07685,1.07624,1.07636,1220.0
2024-04-02 19:00:00+00:00,1.07636,1.07684,1.07604,1.07681,1412.0
2024-04-02 20:00:00+00:00,1.07681,1.07698,1.0766,1.07696,965.0
2024-04-02 21:00:00+00:00,1.07696,1.07742,1.07696,1.07741,588.0
2024-04-02 22:00:00+00:00,1.07741,1.07741,1.07681,1.07682,749.0
2024-04-02 23:00:00+00:00,1.07682,1.0769,1.07666,1.0768,1180.0
2024-04-03 00:00:00+00:00,1.0768,1.07718,1.0766,1.07688,1775.0
2024-04-03 01:00:00+00:00,1.07688,1.07738,1.07658,1.07722,2329.0
2024-04-03 02:00:00+00:00,1.07722,1.07749,1.07716,1.07743,1217.0
2024-04-03 03:00:00+00:00,1.07743,1.07794,1.07743,1.07773,956.0
2024-04-03 04:00:00+00:00,1.07773,1.07782,1.07746,1.07747,861.0
2024-04-03 05:00:00+00:00,1.07747,1.07775,1.07742,1.07754,1259.0
2024-04-03 06:00:00+00:00,1.07754,1.0776,1.07672,1.07692,1949.0
2024-04-03 07:00:00+00:00,1.07692,1.07725,1.07641,1.07706,2855.0
2024-04-03 08:00:00+00:00,1.07706,1.07775,1.07698,1.07718,1982.0
2024-04-03 09:00:00+00:00,1.07718,1.07749,1.07652,1.07678,2640.0
2024-04-03 10:00:00+00:00,1.07678,1.07767,1.07664,1.07756,1907.0
2024-04-03 11:00:00+00:00,1.07756,1.0785,1.07756,1.07838,2101.0
2024-04-03 12:00:00+00:00,1.07838,1.07864,1.0773,1.07783,4935.0
2024-04-03 13:00:00+00:00,1.07783,1.07928,1.0778,1.07896,5414.0
2024-04-03 14:00:00+00:00,1.07896,1.08242,1.07896,1.0823,8209.0
2024-04-03 15:00:00+00:00,1.0823,1.08305,1.08194,1.08265,3747.0
2024-04-03 16:00:00+00:00,1.08265,1.08363,1.08204,1.08307,4615.0
2024-04-03 17:00:00+00:00,1.08307,1.08343,1.08256,1.08323,2370.0
2024-04-03 18:00:00+00:00,1.08323,1.08369,1.08316,1.0835,1730.0
2024-04-03 19:00:00+00:00,1.0835,1.0835,1.08292,1.08336,2199.0
2024-04-03 20:00:00+00:00,1.08336,1.08368,1.08326,1.08361,822.0
2024-04-03 21:00:00+00:00,1.08361,1.08361,1.08338,1.0834,747.0
2024-04-03 22:00:00+00:00,1.0834,1.08383,1.0834,1.08378,497.0
2024-04-03 23:00:00+00:00,1.08378,1.08407,1.08364,1.08382,1166.0
2024-04-04 00:00:00+00:00,1.08382,1.08436,1.08348,1.08431,1862.0
2024-04-04 01:00:00+00:00,1.08431,1.08439,1.084,1.0841,1638.0
2024-04-04 02:00:00+00:00,1.0841,1.08446,1.08383,1.0843,1241.0
2024-04-04 03:00:00+00:00,1.0843,1.08434,1.08402,1.08428,892.0
2024-04-04 04:00:00+00:00,1.08428,1.08448,1.08426,1.08427,910.0
